时间（年月日时分秒）,传感器,通道,磁场值(nT)
20250120-232133,6,X,-000006.0
20250120-232133,6,Z,+000003.3
20250120-232133,7,X,+000006.2
20250120-232133,7,Y,-000005.6
20250120-232133,8,Z,+000004.9
20250120-232133,9,Z,+000003.3
20250120-232133,10,X,+000003.2
20250120-232133,10,Y,-000002.7
20250120-232133,10,Z,-000004.9
20250120-232133,11,X,+000007.7
20250120-232133,12,Z,+000004.6
20250120-232133,13,Y,-000003.1
20250120-232133,13,Z,+000003.8
20250120-232133,14,X,+000006.8
20250120-232133,15,X,+000004.8
20250120-232133,15,Y,-000005.3
20250120-232133,15,Z,+000004.7
20250120-232135,0,X,-000004.8
20250120-232135,0,Z,-000004.8
20250120-232135,1,Y,-000005.1
20250120-232135,1,Z,+000003.2
20250120-232135,2,Z,-000003.0
20250120-232135,3,Z,+000004.2
20250120-232135,4,X,-000005.4
20250120-232135,4,Z,+000003.4
20250120-232135,5,X,+000002.9
20250120-232135,6,Y,-000009.0
20250120-232135,7,Z,+000004.9
20250120-232135,8,Z,-000003.6
20250120-232135,9,Z,+000004.4
20250120-232135,10,Z,-000003.8
20250120-232135,11,Z,+000008.7
20250120-232135,12,X,-000002.5
20250120-232135,12,Z,+000002.7
20250120-232135,13,Y,-000004.2
20250120-232135,13,Z,-000002.8
20250120-232135,14,Y,+000005.1
20250120-232135,14,Z,+000003.9
20250120-232135,15,Y,-000008.0
20250120-232135,15,Z,+000004.3
20250120-232136,0,X,-000003.3
20250120-232136,0,Z,+000006.5
20250120-232136,1,X,+000002.7
20250120-232136,1,Z,-000005.8
20250120-232136,2,X,-000003.2
20250120-232136,3,Y,-000003.1
20250120-232136,4,Y,+000002.7
20250120-232136,4,Z,-000008.7
20250120-232136,6,X,-000003.3
20250120-232136,6,Y,+000004.6
20250120-232136,7,Y,-000007.5
20250120-232136,8,Y,-000002.5
20250120-232136,9,Z,-000003.3
20250120-232136,10,Z,+000004.8
20250120-232136,11,X,+000003.4
20250120-232136,11,Y,-000004.3
20250120-232136,13,Y,+000002.8
20250120-232136,13,Z,+000002.7
20250120-232136,14,X,-000002.9
20250120-232136,15,X,+000004.8
20250120-232137,0,Z,-000006.3
20250120-232137,1,X,-000005.0
20250120-232137,1,Z,-000006.9
20250120-232137,2,X,-000005.2
20250120-232137,3,Z,-000005.1
20250120-232137,4,Y,-000005.4
20250120-232137,5,Y,-000002.8
20250120-232137,7,Y,+000004.1
20250120-232137,9,Y,-000003.8
20250120-232137,11,X,-000004.0
20250120-232137,11,Z,-000002.6
20250120-232137,12,Y,-000003.4
20250120-232137,13,X,-000003.4
20250120-232137,13,Z,+000004.2
20250120-232137,14,Y,-000002.7
20250120-232137,15,Y,-000005.3
20250120-232138,0,X,-000003.7
20250120-232138,1,Z,+000004.3
20250120-232138,4,X,+000005.5
20250120-232138,4,Y,+000003.5
20250120-232138,6,Y,+000006.5
20250120-232138,7,Y,+000006.1
20250120-232138,7,Z,+000002.6
20250120-232138,8,Y,-000003.7
20250120-232138,9,X,-000005.7
20250120-232138,9,Y,-000003.4
20250120-232138,9,Z,+000004.8
20250120-232138,10,Y,-000005.8
20250120-232138,10,Z,+000003.2
20250120-232138,12,Y,+000004.3
20250120-232138,14,X,+000002.6
20250120-232138,15,X,+000007.1
20250120-232138,15,Z,-000003.1
20250120-232139,0,X,+000003.7
20250120-232139,1,X,+000004.7
20250120-232139,3,Y,+000003.9
20250120-232139,4,X,+000005.1
20250120-232139,6,X,-000006.4
20250120-232139,6,Y,+000002.6
20250120-232139,7,Y,-000007.1
20250120-232139,7,Z,+000007.6
20250120-232139,8,Z,+000006.5
20250120-232139,9,X,+000003.3
20250120-232139,9,Z,+000003.6
20250120-232139,10,X,+000005.5
20250120-232139,10,Z,-000006.1
20250120-232139,11,Y,-000005.0
20250120-232139,11,Z,+000003.6
20250120-232139,12,Z,-000010.5
20250120-232139,13,X,-000003.4
20250120-232139,13,Y,+000003.2
20250120-232139,13,Z,-000005.9
20250120-232139,14,Z,+000004.7
20250120-232139,15,X,+000007.1
20250120-232140,1,X,+000004.7
20250120-232140,2,X,-000002.9
20250120-232140,3,X,-000005.4
20250120-232140,4,Y,-000006.2
20250120-232140,5,X,-000003.3
20250120-232140,7,X,-000005.1
20250120-232140,9,X,+000006.0
20250120-232140,10,X,-000004.2
20250120-232140,10,Y,-000003.5
20250120-232140,12,X,-000002.5
20250120-232140,12,Y,-000003.1
20250120-232140,12,Z,-000005.9
20250120-232140,13,X,-000003.0
20250120-232140,14,Y,+000003.9
20250120-232141,0,X,-000002.6
20250120-232141,0,X,-000007.2
20250120-232141,1,X,-000006.6
20250120-232141,1,Y,+000003.4
20250120-232141,1,Z,-000002.7
20250120-232141,2,Y,+000008.6
20250120-232141,3,X,+000005.1
20250120-232141,4,X,-000002.7
20250120-232141,5,X,+000007.2
20250120-232141,5,Y,-000003.2
20250120-232141,5,Z,+000003.2
20250120-232141,6,X,+000007.2
20250120-232141,6,Y,-000003.6
20250120-232141,7,X,+000002.7
20250120-232141,7,Z,+000002.6
20250120-232141,8,X,+000003.5
20250120-232141,8,Y,-000002.9
20250120-232141,8,Z,-000004.4
20250120-232141,10,Y,-000002.7
20250120-232141,10,Z,-000002.6
20250120-232141,11,Z,+000005.6
20250120-232141,12,X,+000007.2
20250120-232141,12,Z,+000005.8
20250120-232141,13,X,+000003.6
20250120-232141,13,Z,-000003.9
20250120-232141,15,Y,-000003.7
20250120-232141,15,Z,-000004.2
20250120-232142,0,X,-000004.1
20250120-232142,0,Y,-000002.7
20250120-232142,1,Y,-000005.5
20250120-232142,2,X,-000004.8
20250120-232142,2,Y,+000005.1
20250120-232142,2,Z,-000002.6
20250120-232142,3,Z,-000002.7
20250120-232142,6,Y,+000004.6
20250120-232142,7,Y,+000002.6
20250120-232142,7,Z,+000002.6
20250120-232142,8,Y,-000002.9
20250120-232142,9,X,-000003.3
20250120-232142,10,Y,-000003.1
20250120-232142,10,Z,+000003.2
20250120-232142,11,Z,+000006.0
20250120-232142,12,X,+000002.9
20250120-232142,15,Z,+000004.3
20250120-232143,1,X,+000003.9
20250120-232143,1,Y,-000004.8
20250120-232143,2,Y,+000002.8
20250120-232143,3,Z,+000003.1
20250120-232143,4,X,+000004.7
20250120-232143,4,Z,+000003.4
20250120-232143,5,X,+000003.7
20250120-232143,6,Y,+000006.9
20250120-232143,6,Z,+000003.3
20250120-232143,8,X,+000005.4
20250120-232143,9,X,-000002.6
20250120-232143,9,Y,-000003.0
20250120-232143,11,Y,+000004.7
20250120-232143,11,Z,+000002.9
20250120-232143,12,X,-000002.9
20250120-232143,13,Y,-000003.8
20250120-232143,14,X,-000006.7
20250120-232144,0,Y,+000003.5
20250120-232144,0,Z,-000003.2
20250120-232144,1,Y,+000002.6
20250120-232144,1,Z,-000006.9
20250120-232144,2,X,+000002.6
20250120-232144,2,Z,+000002.9
20250120-232144,3,Z,-000003.1
20250120-232144,4,Z,-000003.2
20250120-232144,5,X,+000002.5
20250120-232144,5,Y,-000005.9
20250120-232144,5,Z,-000006.8
20250120-232144,6,Y,+000003.0
20250120-232144,7,X,-000002.8
20250120-232144,7,Z,+000002.9
20250120-232144,8,X,-000003.9
20250120-232144,8,Z,+000002.6
20250120-232144,9,Y,-000005.7
20250120-232144,10,X,+000003.6
20250120-232144,10,Y,-000002.7
20250120-232144,11,Y,+000005.4
20250120-232144,12,Z,-000003.1
20250120-232144,13,Y,+000005.9
20250120-232144,13,Z,+000003.4
20250120-232144,14,Y,+000005.4
20250120-232144,15,Z,-000004.2
20250120-232145,0,X,+000002.9
20250120-232145,0,Z,-000009.5
20250120-232145,1,X,+000003.5
20250120-232145,1,Y,+000002.6
20250120-232145,1,Z,-000004.6
20250120-232145,2,X,+000003.7
20250120-232145,2,Y,+000003.5
20250120-232145,2,Z,+000003.3
20250120-232145,3,Z,-000003.5
20250120-232145,4,Y,-000002.7
20250120-232145,5,X,-000002.9
20250120-232145,5,Y,+000002.6
20250120-232145,5,Z,-000003.7
20250120-232145,6,X,-000004.1
20250120-232145,8,Y,-000005.2
20250120-232145,8,Z,+000002.6
20250120-232145,9,Y,-000003.4
20250120-232145,9,Z,+000006.4
20250120-232145,10,Y,-000004.2
20250120-232145,10,Z,-000003.0
20250120-232145,12,Z,+000004.2
20250120-232145,13,X,+000004.4
20250120-232145,14,Z,-000003.1
20250120-232145,15,Z,-000003.1
20250120-232146,0,Z,+000005.3
20250120-232146,1,Y,-000004.8
20250120-232146,2,Y,+000005.9
20250120-232146,3,X,+000003.1
20250120-232146,4,X,+000003.9
20250120-232146,4,Y,+000003.9
20250120-232146,4,Z,+000005.3
20250120-232146,6,Z,-000004.0
20250120-232146,7,Z,-000002.9
20250120-232146,9,Z,-000002.6
20250120-232146,10,X,+000004.7
20250120-232146,10,Y,-000003.5
20250120-232146,11,Y,-000007.0
20250120-232146,11,Z,-000002.6
20250120-232146,12,X,-000004.5
20250120-232146,13,Y,+000003.2
20250120-232146,13,Z,-000004.3
20250120-232146,15,X,+000002.9
20250120-232146,15,Z,+000002.7
20250120-232147,0,X,-000003.3
20250120-232147,0,Z,-000006.0
20250120-232147,1,X,-000003.1
20250120-232147,1,Z,+000003.9
20250120-232147,5,X,-000002.9
20250120-232147,5,Z,-000005.3
20250120-232147,7,Y,-000002.9
20250120-232147,8,Z,+000002.6
20250120-232147,9,X,+000004.0
20250120-232147,9,Y,-000008.4
20250120-232147,10,X,+000007.5
20250120-232147,10,Y,-000006.2
20250120-232147,11,Y,+000008.9
20250120-232147,12,X,-000005.7
20250120-232147,12,Y,+000003.2
20250120-232147,13,X,+000004.7
20250120-232147,13,Z,-000003.2
20250120-232147,14,X,+000002.6
20250120-232147,15,X,+000004.4
20250120-232147,15,Y,-000004.1
20250120-232147,15,Z,+000002.7
20250120-232148,0,X,+000002.5
20250120-232148,1,X,+000003.9
20250120-232148,1,Z,-000006.5
20250120-232148,2,X,-000002.9
20250120-232148,3,X,-000003.1
20250120-232148,3,Y,-000002.7
20250120-232148,5,X,-000004.5
20250120-232148,5,Y,-000003.2
20250120-232148,6,X,-000004.1
20250120-232148,7,Y,+000002.9
20250120-232148,9,X,-000006.0
20250120-232148,10,Y,-000002.7
20250120-232148,10,Z,-000003.4
20250120-232148,11,X,+000005.7
20250120-232148,11,Y,+000003.1
20250120-232148,12,X,+000004.0
20250120-232148,13,Z,-000003.2
20250120-232148,14,Y,-000003.1
20250120-232148,15,X,-000003.4
20250120-232149,1,X,-000004.2
20250120-232149,1,Y,+000003.4
20250120-232149,2,Y,-000004.6
20250120-232149,2,Z,+000006.0
20250120-232149,5,Z,+000002.9
20250120-232149,6,X,-000003.7
20250120-232149,6,Z,-000006.0
20250120-232149,7,X,+000003.5
20250120-232149,7,Y,+000002.6
20250120-232149,8,X,-000003.1
20250120-232149,9,X,+000002.9
20250120-232149,9,Y,-000006.1
20250120-232149,10,Z,+000003.2
20250120-232149,11,X,-000002.8
20250120-232149,11,Z,-000003.4
20250120-232149,12,Z,+000003.5
20250120-232149,13,X,-000007.7
20250120-232149,13,Y,-000003.1
20250120-232149,14,X,-000006.0
20250120-232149,14,Y,-000002.7
20250120-232149,14,Z,-000003.1
20250120-232149,15,Z,+000006.2
20250120-232151,0,Y,-000006.6
20250120-232151,1,Y,+000002.6
20250120-232151,1,Z,+000005.1
20250120-232151,2,Y,+000005.5
20250120-232151,2,Z,+000002.9
20250120-232151,3,Y,-000005.0
20250120-232151,4,Z,-000004.0
20250120-232151,5,X,+000002.9
20250120-232151,5,Y,+000003.0
20250120-232151,5,Z,+000002.9
20250120-232151,6,Z,+000003.0
20250120-232151,8,Y,+000002.9
20250120-232151,8,Z,+000003.8
20250120-232151,9,Y,-000002.6
20250120-232151,9,Z,+000005.6
20250120-232151,10,X,-000003.8
20250120-232151,10,Z,+000004.0
20250120-232151,11,X,+000003.8
20250120-232151,12,X,-000006.8
20250120-232151,12,Y,+000003.5
20250120-232151,12,Z,+000005.4
20250120-232151,13,X,-000004.2
20250120-232151,14,Y,+000003.9
20250120-232151,14,Z,-000003.9
20250120-232152,0,X,+000003.3
20250120-232152,0,Y,+000006.2
20250120-232152,0,Z,-000002.9
20250120-232152,1,X,+000003.9
20250120-232152,1,Y,+000003.8
20250120-232152,2,X,-000004.4
20250120-232152,3,Z,+000003.9
20250120-232152,5,Z,-000004.1
20250120-232152,8,X,-000002.8
20250120-232152,9,X,-000004.5
20250120-232152,9,Y,-000002.6
20250120-232152,10,Y,-000003.8
20250120-232152,10,Z,-000005.7
20250120-232152,11,Z,-000004.9
20250120-232152,15,Y,+000003.6
20250120-232153,0,X,-000002.9
20250120-232153,0,Y,+000004.3
20250120-232153,2,Y,+000004.3
20250120-232153,2,Z,+000006.7
20250120-232153,4,X,-000003.5
20250120-232153,4,Y,-000004.7
20250120-232153,4,Z,+000003.8
20250120-232153,6,X,+000006.4
20250120-232153,6,Y,+000005.7
20250120-232153,6,Z,-000002.9
20250120-232153,8,X,-000002.8
20250120-232153,8,Y,+000005.6
20250120-232153,9,Y,-000002.6
20250120-232153,11,Y,+000003.5
20250120-232153,11,Z,-000004.5
20250120-232153,12,Z,+000006.6
20250120-232153,13,Y,+000003.9
20250120-232154,0,X,-000002.5
20250120-232154,0,Z,-000003.6
20250120-232154,1,Y,+000005.3
20250120-232154,1,Z,+000004.3
20250120-232154,2,X,+000003.4
20250120-232154,2,Y,+000002.8
20250120-232154,3,Z,+000003.9
20250120-232154,4,Z,+000004.1
20250120-232154,5,X,-000003.7
20250120-232154,5,Y,-000009.0
20250120-232154,6,Y,+000003.0
20250120-232154,7,Y,-000006.8
20250120-232154,7,Z,+000003.3
20250120-232154,8,Y,-000008.3
20250120-232154,8,Z,-000004.0
20250120-232154,9,Y,+000002.8
20250120-232154,9,Z,-000002.6
20250120-232154,10,Z,-000003.8
20250120-232154,12,X,+000002.9
20250120-232154,12,Z,+000004.6
20250120-232154,13,Y,+000003.5
20250120-232154,15,Y,+000003.6
20250120-232155,0,X,-000002.5
20250120-232155,1,Y,+000002.6
20250120-232155,2,X,+000009.2
20250120-232155,2,Y,+000004.3
20250120-232155,2,Z,-000002.6
20250120-232155,3,X,+000004.3
20250120-232155,4,X,+000007.4
20250120-232155,4,Z,+000003.8
20250120-232155,5,Y,+000004.2
20250120-232155,5,Z,+000010.6
20250120-232155,6,X,-000002.9
20250120-232155,6,Z,-000003.6
20250120-232155,7,X,+000003.8
20250120-232155,7,Z,+000002.9
20250120-232155,8,Y,+000004.9
20250120-232155,10,X,+000007.1
20250120-232155,11,X,+000006.9
20250120-232155,11,Y,-000003.5
20250120-232155,11,Z,-000003.7
20250120-232155,12,X,+000002.9
20250120-232155,13,X,-000003.0
20250120-232155,13,Y,+000003.5
20250120-232155,14,X,+000004.9
20250120-232155,14,Y,-000004.6
20250120-232155,14,Z,-000004.3
20250120-232156,0,Y,-000002.7
20250120-232156,0,Z,-000004.0
20250120-232156,1,X,+000003.5
20250120-232156,1,Y,-000003.2
20250120-232156,1,Z,+000002.8
20250120-232156,3,Z,+000003.1
20250120-232156,5,X,+000003.3
20250120-232156,5,Y,+000004.5
20250120-232156,6,Y,+000005.7
20250120-232156,6,Z,-000003.3
20250120-232156,7,Z,+000005.3
20250120-232156,8,X,+000003.1
20250120-232156,9,X,+000006.8
20250120-232156,10,Y,-000005.4
20250120-232156,12,X,-000002.5
20250120-232156,12,Z,+000004.2
20250120-232156,13,Z,-000003.5
20250120-232156,14,X,-000003.6
20250120-232156,14,Z,-000002.7
20250120-232156,15,X,+000005.6
20250120-232158,0,Z,-000003.6
20250120-232158,1,X,-000005.4
20250120-232158,1,Y,+000003.8
20250120-232158,2,X,+000002.6
20250120-232158,2,Y,-000003.5
20250120-232158,3,Z,+000005.0
20250120-232158,5,X,-000003.3
20250120-232158,5,Y,-000004.8
20250120-232158,5,Z,-000002.6
20250120-232158,8,X,+000002.7
20250120-232158,8,Y,-000004.1
20250120-232158,8,Z,+000002.6
20250120-232158,9,Y,+000004.8
20250120-232158,11,X,+000002.6
20250120-232158,11,Z,-000003.7
20250120-232158,13,X,-000005.0
20250120-232158,14,X,+000004.1
20250120-232158,14,Y,+000003.9
20250120-232158,15,X,+000002.9
20250120-232159,0,Z,-000005.2
20250120-232159,1,Y,-000002.8
20250120-232159,3,Y,-000002.7
20250120-232159,3,Z,+000002.7
20250120-232159,4,Z,+000004.1
20250120-232159,5,X,+000003.7
20250120-232159,6,X,+000006.4
20250120-232159,7,Y,+000002.9
20250120-232159,8,Y,-000003.7
20250120-232159,9,Z,+000002.9
20250120-232159,10,Y,-000003.1
20250120-232159,11,X,+000003.4
20250120-232159,11,Z,-000006.5
20250120-232200,0,X,-000003.7
20250120-232200,0,Z,+000006.1
20250120-232200,1,X,-000003.1
20250120-232200,1,Z,+000005.9
20250120-232200,2,Y,+000004.7
20250120-232200,5,Z,-000003.0
20250120-232200,7,X,-000003.9
20250120-232200,7,Z,-000002.9
20250120-232200,8,X,+000004.6
20250120-232200,10,Y,+000003.1
20250120-232200,12,Y,-000006.2
20250120-232200,12,Z,-000007.8
20250120-232200,13,Y,+000003.5
20250120-232200,14,X,-000005.2
20250120-232200,14,Y,+000002.7
20250120-232200,14,Z,+000005.5
20250120-232200,15,Z,-000004.2
20250120-232201,0,Y,-000002.7
20250120-232201,0,Z,+000004.9
20250120-232201,1,X,-000002.7
20250120-232201,1,Z,-000006.5
20250120-232201,2,X,+000004.1
20250120-232201,3,Z,-000005.9
20250120-232201,5,Y,-000003.6
20250120-232201,5,Z,-000005.7
20250120-232201,6,X,+000002.5
20250120-232201,6,Y,+000006.9
20250120-232201,7,X,-000002.8
20250120-232201,8,Z,+000004.9
20250120-232201,10,Y,-000003.8
20250120-232201,10,Z,-000004.5
20250120-232201,11,Z,-000007.2
20250120-232201,12,Y,-000003.1
20250120-232201,12,Z,+000003.1
20250120-232201,13,Y,-000007.7
20250120-232201,13,Z,-000003.5
20250120-232201,14,Z,-000004.3
20250120-232201,15,X,-000003.0
20250120-232202,0,Y,+000002.7
20250120-232202,0,Z,-000003.2
20250120-232202,1,X,-000003.1
20250120-232202,4,X,+000003.1
20250120-232202,4,Z,-000004.4
20250120-232202,5,X,+000010.3
20250120-232202,6,X,+000005.2
20250120-232202,6,Y,+000003.0
20250120-232202,6,Z,+000003.3
20250120-232202,7,Y,+000002.9
20250120-232202,7,Z,+000002.6
20250120-232202,8,Y,+000004.5
20250120-232202,9,X,+000006.8
20250120-232202,9,Z,+000004.0
20250120-232202,10,X,+000003.2
20250120-232202,10,Y,-000003.5
20250120-232202,11,X,-000005.1
20250120-232202,12,Y,+000004.3
20250120-232202,13,X,-000003.0
20250120-232202,13,Y,-000003.1
20250120-232202,13,Z,+000002.7
20250120-232202,15,X,-000005.3
20250120-232202,15,Z,-000003.1
20250120-232203,0,X,-000008.3
20250120-232203,0,Y,+000003.1
20250120-232203,0,Z,-000004.0
20250120-232203,1,Y,-000007.1
20250120-232203,2,X,-000005.6
20250120-232203,3,X,-000005.0
20250120-232203,3,Y,-000002.7
20250120-232203,3,Z,-000004.3
20250120-232203,4,X,-000004.6
20250120-232203,5,Y,-000003.2
20250120-232203,8,Y,-000005.2
20250120-232203,9,X,-000004.9
20250120-232203,10,X,+000003.6
20250120-232203,11,X,-000005.5
20250120-232203,13,Z,-000002.8
20250120-232203,14,X,+000003.7
20250120-232203,15,X,-000003.4
20250120-232204,1,X,-000002.7
20250120-232204,1,Z,+000002.8
20250120-232204,2,Z,-000005.3
20250120-232204,4,Y,-000004.7
20250120-232204,6,Y,+000004.2
20250120-232204,7,Y,+000002.6
20250120-232204,8,X,+000005.0
20250120-232204,10,X,-000004.2
20250120-232204,11,X,-000007.1
20250120-232204,11,Y,-000002.7
20250120-232204,11,Z,+000004.0
20250120-232204,12,X,-000003.3
20250120-232205,2,Y,+000003.5
20250120-232205,3,X,-000003.8
20250120-232205,3,Z,-000005.1
20250120-232205,4,Z,+000003.8
20250120-232205,5,X,-000002.5
20250120-232205,6,Y,-000004.4
20250120-232205,6,Z,-000002.9
20250120-232205,7,Z,+000006.8
20250120-232205,8,X,-000004.3
20250120-232205,10,X,+000002.8
20250120-232205,11,X,+000003.8
20250120-232205,12,X,-000004.1
20250120-232205,13,Y,-000005.8
20250120-232205,15,X,-000004.5
20250120-232206,0,X,-000002.9
20250120-232206,0,Y,+000005.8
20250120-232206,0,Z,-000005.2
20250120-232206,2,Z,-000003.0
20250120-232206,3,X,+000004.7
20250120-232206,3,Z,+000002.7
20250120-232206,4,Y,-000002.7
20250120-232206,5,Z,+000004.4
20250120-232206,6,X,+000005.6
20250120-232206,6,Y,+000003.4
20250120-232206,7,X,-000003.1
20250120-232206,7,Y,+000006.8
20250120-232206,9,X,+000003.3
20250120-232206,9,Y,-000003.8
20250120-232206,10,X,-000003.8
20250120-232206,12,X,-000002.5
20250120-232206,13,X,-000003.0
20250120-232206,13,Y,+000002.8
20250120-232206,13,Z,+000002.7
20250120-232206,15,Y,-000004.9
20250120-232206,15,Z,+000006.2
20250120-232207,0,X,+000002.9
20250120-232207,0,Z,-000002.9
20250120-232207,1,Y,-000004.0
20250120-232207,2,X,+000003.0
20250120-232207,2,Y,-000003.5
20250120-232207,3,X,-000002.7
20250120-232207,3,Z,-000003.1
20250120-232207,5,Z,-000003.7
20250120-232207,6,X,-000004.1
20250120-232207,6,Y,+000003.0
20250120-232207,7,Y,-000002.9
20250120-232207,7,Z,+000003.7
20250120-232207,9,X,-000004.1
20250120-232207,11,X,+000005.0
20250120-232207,11,Y,-000005.8
20250120-232207,11,Z,+000006.0
20250120-232207,12,Y,+000002.8
20250120-232207,13,X,+000006.3
20250120-232207,13,Y,+000002.8
20250120-232207,15,X,+000002.9
20250120-232207,15,Y,-000003.3
20250120-232207,15,Z,-000003.5
20250120-232208,0,X,-000002.5
20250120-232208,1,Y,-000005.1
20250120-232208,3,X,-000003.5
20250120-232208,3,Y,-000002.7
20250120-232208,3,Z,-000005.9
20250120-232208,4,X,+000004.7
20250120-232208,4,Y,+000005.4
20250120-232208,5,Y,+000004.5
20250120-232208,5,Z,-000005.3
20250120-232208,7,X,+000003.1
20250120-232208,8,X,+000004.2
20250120-232208,8,Y,-000002.9
20250120-232208,8,Z,+000005.3
20250120-232208,9,Z,-000002.6
20250120-232208,10,Y,+000003.5
20250120-232208,11,Z,-000006.1
20250120-232208,12,X,-000003.3
20250120-232208,12,Z,+000004.2
20250120-232208,13,X,-000003.4
20250120-232208,13,Y,-000002.7
20250120-232208,13,Z,-000003.5
20250120-232208,15,Y,-000004.1
20250120-232209,0,Y,+000003.9
20250120-232209,0,Z,-000007.5
20250120-232209,1,Z,+000003.2
20250120-232209,2,Y,+000003.1
20250120-232209,2,Z,-000006.5
20250120-232209,3,Z,+000003.9
20250120-232209,4,X,+000005.8
20250120-232209,5,Y,+000003.0
20250120-232209,5,Z,+000002.9
20250120-232209,6,X,+000003.3
20250120-232209,6,Z,-000009.1
20250120-232209,7,X,-000004.3
20250120-232209,7,Y,+000002.9
20250120-232209,8,X,-000003.5
20250120-232209,10,X,+000004.7
20250120-232209,10,Z,+000003.6
20250120-232209,11,X,+000004.2
20250120-232209,11,Y,+000002.7
20250120-232209,12,X,+000002.9
20250120-232209,12,Y,-000004.2
20250120-232209,14,Z,-000004.6
20250120-232209,15,X,+000007.5
20250120-232210,0,X,-000003.3
20250120-232210,2,X,-000002.9
20250120-232210,2,Y,-000007.3
20250120-232210,2,Z,+000006.4
20250120-232210,3,Z,-000003.1
20250120-232210,4,X,-000003.1
20250120-232210,5,X,-000002.9
20250120-232210,5,Z,-000002.6
20250120-232210,6,X,-000006.0
20250120-232210,6,Y,+000005.0
20250120-232210,8,X,-000004.3
20250120-232210,9,Z,-000005.7
20250120-232210,10,X,-000003.4
20250120-232210,10,Y,-000004.6
20250120-232210,10,Z,-000005.7
20250120-232210,11,Y,+000003.1
20250120-232210,11,Z,+000007.1
20250120-232210,12,X,-000004.9
20250120-232210,12,Y,-000004.2
20250120-232210,12,Z,+000002.7
20250120-232210,13,X,-000003.8
20250120-232210,13,Z,-000005.5
20250120-232210,14,X,-000003.6
20250120-232210,14,Y,-000003.5
20250120-232210,15,X,+000008.3
20250120-232210,15,Y,+000003.6
20250120-232210,15,Z,-000004.6
20250120-232211,0,X,-000003.7
